month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2019/06/01 04:00:00+00,Total,30,Heavy Rail,13022952,434098,3946
2019/07/01 04:00:00+00,Saturday,4,Light Rail,433286,108322,3947
2019/08/01 04:00:00+00,Total,31,Silver Line,1014331,32720,3948
2019/04/01 04:00:00+00,Total,30,Heavy Rail,13500844,450028,3949
2019/02/01 05:00:00+00,Sunday,4,Green Line,314998,78750,3950
2019/06/01 04:00:00+00,Total,30,Green Line,4628747,154292,3951
2019/07/01 04:00:00+00,Saturday,4,Silver Line,87124,21781,3952
2019/08/01 04:00:00+00,Total,31,Bus,8467347,273140,3953
2019/04/01 04:00:00+00,Total,30,Green Line,5044398,168147,3954
2019/02/01 05:00:00+00,Sunday,4,Light Rail,314998,78750,3955
2019/06/01 04:00:00+00,Total,30,Light Rail,4628747,154292,3956
2019/07/01 04:00:00+00,Saturday,4,Bus,669514,167378,3957
2019/08/01 04:00:00+00,Total,31,Trackless Trolley,253306,8171,3958
2019/04/01 04:00:00+00,Total,30,Light Rail,5044398,168147,3959
2019/02/01 05:00:00+00,Sunday,4,Silver Line,63447,15862,3960
2019/06/01 04:00:00+00,Total,30,Silver Line,986733,32891,3961
2019/07/01 04:00:00+00,Saturday,4,Trackless Trolley,19283,4821,3962
2019/08/01 04:00:00+00,Total,31,Private Bus,84761,2734,3963
2019/04/01 04:00:00+00,Total,30,Silver Line,995353,33178,3964
2019/02/01 05:00:00+00,Sunday,4,Bus,410944,102736,3965
2019/06/01 04:00:00+00,Total,30,Bus,8192818,273094,3966
2019/07/01 04:00:00+00,Saturday,4,All Bus,775921,193980,3967
2019/08/01 04:00:00+00,Total,31,All Bus,9819745,316766,3968
2019/02/01 05:00:00+00,Sunday,4,All Bus,474391,118598,3969
2019/06/01 04:00:00+00,Total,30,Trackless Trolley,237303,7910,3970
2019/07/01 04:00:00+00,Saturday,4,Commuter Rail,74252,18563,3971
2019/02/01 05:00:00+00,Sunday,4,Commuter Rail,55804,13951,3972
2019/07/01 04:00:00+00,Saturday,4,The RIDE,12400,3100,3973
2019/02/01 05:00:00+00,Sunday,4,The RIDE,10534,2634,3974
2019/07/01 04:00:00+00,Sunday,4,Blue Line,159396,39849,3975
2019/02/01 05:00:00+00,Total,28,Blue Line,1474714,52668,3976
2019/07/01 04:00:00+00,Sunday,4,Orange Line,325640,81410,3977
2019/02/01 05:00:00+00,Total,28,Orange Line,4478618,159951,3978
2019/07/01 04:00:00+00,Sunday,4,Red Line,400099,100025,3979
2019/02/01 05:00:00+00,Total,28,Red Line,5594678,199810,3980
2019/07/01 04:00:00+00,Sunday,4,Heavy Rail,885135,221284,3981
2019/02/01 05:00:00+00,Total,28,Heavy Rail,11548009,412429,3982
2019/07/01 04:00:00+00,Sunday,4,Green Line,361430,90358,3983
2019/02/01 05:00:00+00,Total,28,Green Line,4278179,152792,3984
2019/07/01 04:00:00+00,Sunday,4,Light Rail,361430,90358,3985
2019/07/01 04:00:00+00,Sunday,4,Silver Line,79712,19928,3986
2019/07/01 04:00:00+00,Sunday,4,Bus,472640,118160,3987
2019/07/01 04:00:00+00,Sunday,4,All Bus,552353,138088,3988
2019/07/01 04:00:00+00,Sunday,4,Commuter Rail,50476,12619,3989
2019/07/01 04:00:00+00,Sunday,4,The RIDE,10147,2537,3990
2019/07/01 04:00:00+00,Total,31,Blue Line,1986990,64096,3991
2019/07/01 04:00:00+00,Total,31,Orange Line,5350327,172591,3992
2019/07/01 04:00:00+00,Total,31,Red Line,6558589,211567,3993
2019/07/01 04:00:00+00,Total,31,Heavy Rail,13895905,448255,3994
2019/07/01 04:00:00+00,Total,31,Green Line,4846481,156338,3995
2019/07/01 04:00:00+00,Total,31,Light Rail,4846481,156338,3996
2019/07/01 04:00:00+00,Total,31,Silver Line,1024590,33051,3997
2019/07/01 04:00:00+00,Total,31,Bus,8416840,271511,3998
2019/07/01 04:00:00+00,Total,31,Trackless Trolley,236796,7639,3999
2019/07/01 04:00:00+00,Total,31,Private Bus,86002,2774,4000
2018/07/01 04:00:00+00,Weekday,21,Blue Line,1452009,69143,4001
2018/07/01 04:00:00+00,Weekday,21,Orange Line,4165306,198348,4002
2018/07/01 04:00:00+00,Weekday,21,Red Line,5329350,253779,4003
2018/07/01 04:00:00+00,Weekday,21,Heavy Rail,10946665,521270,4004
2018/07/01 04:00:00+00,Weekday,21,Green Line,3841351,182921,4005
2018/07/01 04:00:00+00,Weekday,21,Light Rail,3841351,182921,4006
2018/07/01 04:00:00+00,Weekday,21,Silver Line,789279,37585,4007
2018/07/01 04:00:00+00,Weekday,21,Bus,6756927,321758,4008
2018/07/01 04:00:00+00,Weekday,21,Trackless Trolley,239822,11420,4009
2018/07/01 04:00:00+00,Weekday,21,Private Bus,66465,3165,4010
2018/07/01 04:00:00+00,Weekday,21,All Bus,7852493,373928,4011
2018/07/01 04:00:00+00,Weekday,21,Commuter Rail,2545179,121199,4012
2018/07/01 04:00:00+00,Weekday,21,Ferry,153951,7331,4013
2018/07/01 04:00:00+00,Weekday,21,The RIDE,125643,5983,4014
2018/07/01 04:00:00+00,Saturday,4,Blue Line,201889,50472,4015
2018/07/01 04:00:00+00,Saturday,4,Orange Line,415538,103884,4016
2018/07/01 04:00:00+00,Saturday,4,Red Line,510958,127740,4017
2018/07/01 04:00:00+00,Saturday,4,Heavy Rail,1128385,282096,4018
2018/07/01 04:00:00+00,Saturday,4,Green Line,484142,121036,4019
2018/07/01 04:00:00+00,Saturday,4,Light Rail,484142,121036,4020
2018/07/01 04:00:00+00,Saturday,4,Silver Line,90346,22586,4021
2018/07/01 04:00:00+00,Saturday,4,Bus,719255,179814,4022
2018/07/01 04:00:00+00,Saturday,4,Trackless Trolley,17559,4390,4023
2018/07/01 04:00:00+00,Saturday,4,All Bus,827160,206790,4024
2018/07/01 04:00:00+00,Saturday,4,Commuter Rail,63736,15934,4025
2018/07/01 04:00:00+00,Saturday,4,The RIDE,12456,3114,4026
2018/07/01 04:00:00+00,Sunday,5,Blue Line,180657,36131,4027
2018/07/01 04:00:00+00,Sunday,5,Orange Line,372678,74536,4028
2018/07/01 04:00:00+00,Sunday,5,Red Line,468242,93648,4029
2018/07/01 04:00:00+00,Sunday,5,Heavy Rail,1021577,204315,4030
2018/07/01 04:00:00+00,Sunday,5,Green Line,443392,88678,4031
2018/07/01 04:00:00+00,Sunday,5,Light Rail,443392,88678,4032
2018/07/01 04:00:00+00,Sunday,5,Silver Line,113151,22630,4033
2018/07/01 04:00:00+00,Sunday,5,Bus,695711,139142,4034
2018/07/01 04:00:00+00,Sunday,5,All Bus,808862,161772,4035
2018/07/01 04:00:00+00,Sunday,5,Commuter Rail,48120,9624,4036
2018/07/01 04:00:00+00,Sunday,5,The RIDE,13626,2725,4037
2018/07/01 04:00:00+00,Total,31,Blue Line,1871505,60371,4038
2018/07/01 04:00:00+00,Total,31,Orange Line,5029552,162244,4039
2018/07/01 04:00:00+00,Total,31,Red Line,6407474,206693,4040
2018/07/01 04:00:00+00,Total,31,Heavy Rail,13308531,429307,4041
2018/07/01 04:00:00+00,Total,31,Green Line,4854824,156607,4042
2018/07/01 04:00:00+00,Total,31,Light Rail,4854824,156607,4043
2018/07/01 04:00:00+00,Total,31,Silver Line,992776,32025,4044
2018/07/01 04:00:00+00,Total,31,Bus,8171893,263609,4045
2018/07/01 04:00:00+00,Total,31,Trackless Trolley,257380,8303,4046
2018/07/01 04:00:00+00,Total,31,Private Bus,80205,2587,4047
2018/07/01 04:00:00+00,Total,31,All Bus,9502255,306524,4048
2018/07/01 04:00:00+00,Total,31,Commuter Rail,2583913,83352,4049
2018/07/01 04:00:00+00,Total,31,Ferry,193685,6248,4050
2018/07/01 04:00:00+00,Total,31,The RIDE,157641,5085,4051
2019/01/01 05:00:00+00,Total,31,Green Line,4442494,143306,4052
2019/01/01 05:00:00+00,Total,31,Light Rail,4442494,143306,4053
2019/01/01 05:00:00+00,Total,31,Silver Line,911709,29410,4054
2019/01/01 05:00:00+00,Total,31,Bus,8016103,258584,4055
2019/01/01 05:00:00+00,Total,31,Trackless Trolley,235264,7589,4056
2019/01/01 05:00:00+00,Total,31,Private Bus,72211,2329,4057
2019/01/01 05:00:00+00,Total,31,All Bus,9235287,297912,4058
2019/01/01 05:00:00+00,Total,31,Commuter Rail,2705418,87272,4059
2019/01/01 05:00:00+00,Total,31,Ferry,101561,3276,4060
2019/01/01 05:00:00+00,Total,31,The RIDE,150235,4846,4061
2018/12/01 05:00:00+00,Weekday,20,Blue Line,1190476,59524,4062
2018/12/01 05:00:00+00,Weekday,20,Orange Line,3601484,180074,4063
2018/12/01 05:00:00+00,Weekday,20,Red Line,4451265,222563,4064
2018/12/01 05:00:00+00,Weekday,20,Heavy Rail,9243225,462161,4065
2018/12/01 05:00:00+00,Weekday,20,Green Line,3248487,162424,4066
2018/12/01 05:00:00+00,Weekday,20,Light Rail,3248487,162424,4067
2018/12/01 05:00:00+00,Weekday,20,Silver Line,659334,32967,4068
2018/12/01 05:00:00+00,Weekday,20,Bus,6188521,309426,4069
2018/12/01 05:00:00+00,Weekday,20,Trackless Trolley,180810,9040,4070
2018/12/01 05:00:00+00,Weekday,20,Private Bus,56920,2846,4071
2018/12/01 05:00:00+00,Weekday,20,All Bus,7085584,354279,4072
2018/12/01 05:00:00+00,Weekday,20,Commuter Rail,2425720,121286,4073
2018/12/01 05:00:00+00,Weekday,20,Ferry,89680,4484,4074
2018/12/01 05:00:00+00,Weekday,20,The RIDE,115000,5750,4075
2018/12/01 05:00:00+00,Saturday,5,Blue Line,191073,38215,4076
2018/12/01 05:00:00+00,Saturday,5,Orange Line,482603,96521,4077
2018/12/01 05:00:00+00,Saturday,5,Red Line,541318,108264,4078
2018/12/01 05:00:00+00,Saturday,5,Heavy Rail,1214994,242999,4079
2018/12/01 05:00:00+00,Saturday,5,Green Line,534028,106806,4080
2018/12/01 05:00:00+00,Saturday,5,Light Rail,534028,106806,4081
2018/12/01 05:00:00+00,Saturday,5,Silver Line,97518,19504,4082
2018/12/01 05:00:00+00,Saturday,5,Bus,840637,168127,4083
2018/12/01 05:00:00+00,Saturday,5,Trackless Trolley,28330,5666,4084
2018/12/01 05:00:00+00,Saturday,5,All Bus,966485,193297,4085
2018/12/01 05:00:00+00,Saturday,5,Commuter Rail,85785,17157,4086
2018/12/01 05:00:00+00,Saturday,5,The RIDE,15835,3167,4087
2018/12/01 05:00:00+00,Sunday,5,Blue Line,139084,27817,4088
2018/12/01 05:00:00+00,Sunday,5,Orange Line,341008,68202,4089
2018/12/01 05:00:00+00,Sunday,5,Red Line,388746,77749,4090
2018/12/01 05:00:00+00,Sunday,5,Heavy Rail,868839,173768,4091
2018/12/01 05:00:00+00,Sunday,5,Green Line,380541,76108,4092
2018/12/01 05:00:00+00,Sunday,5,Light Rail,380541,76108,4093
2018/12/01 05:00:00+00,Sunday,5,Silver Line,91241,18248,4094
2018/12/01 05:00:00+00,Sunday,5,Bus,575062,115012,4095
2018/12/01 05:00:00+00,Sunday,5,All Bus,666303,133261,4096
2018/12/01 05:00:00+00,Sunday,5,Commuter Rail,64820,12964,4097
2018/12/01 05:00:00+00,Sunday,5,The RIDE,14153,2831,4098
2018/12/01 05:00:00+00,Total,31,Blue Line,1534083,49487,4099
2018/12/01 05:00:00+00,Total,31,Orange Line,4457194,143780,4100
2018/12/01 05:00:00+00,Total,31,Red Line,5414553,174663,4101
2018/12/01 05:00:00+00,Total,31,Heavy Rail,11405829,367930,4102
2018/12/01 05:00:00+00,Total,31,Green Line,4190922,135191,4103
2018/12/01 05:00:00+00,Total,31,Light Rail,4190922,135191,4104
2018/09/01 04:00:00+00,Total,30,Ferry,143096,4770,4105
2018/10/01 04:00:00+00,Total,31,All Bus,10784259,347879,4106
2018/09/01 04:00:00+00,Total,30,The RIDE,152111,5070,4107
2018/10/01 04:00:00+00,Total,31,Commuter Rail,2822675,91054,4108
2018/08/01 04:00:00+00,Weekday,23,Blue Line,1518965,66042,4109
2018/10/01 04:00:00+00,Total,31,Ferry,141487,4564,4110
2018/08/01 04:00:00+00,Weekday,23,Orange Line,4413265,191881,4111
2018/10/01 04:00:00+00,Total,31,The RIDE,167413,5400,4112
2018/08/01 04:00:00+00,Weekday,23,Red Line,5659742,246076,4113
2018/09/01 04:00:00+00,Weekday,19,Blue Line,1316782,69304,4114
2018/08/01 04:00:00+00,Weekday,23,Heavy Rail,11591972,503999,4115
2018/09/01 04:00:00+00,Weekday,19,Orange Line,4010994,211105,4116
2018/08/01 04:00:00+00,Weekday,23,Green Line,3988710,173422,4117
2018/09/01 04:00:00+00,Weekday,19,Red Line,5051807,265885,4118
2018/08/01 04:00:00+00,Weekday,23,Light Rail,3988710,173422,4119
2018/09/01 04:00:00+00,Weekday,19,Heavy Rail,10379583,546294,4120
2018/08/01 04:00:00+00,Weekday,23,Silver Line,859521,37370,4121
2018/09/01 04:00:00+00,Weekday,19,Green Line,3775272,198699,4122
2018/08/01 04:00:00+00,Weekday,23,Bus,7380833,320906,4123
2018/09/01 04:00:00+00,Weekday,19,Light Rail,3775272,198699,4124
2018/08/01 04:00:00+00,Weekday,23,Trackless Trolley,246916,10735,4125
2018/09/01 04:00:00+00,Weekday,19,Silver Line,703816,37043,4126
2018/08/01 04:00:00+00,Weekday,23,Private Bus,72335,3145,4127
2018/09/01 04:00:00+00,Weekday,19,Bus,6786676,357193,4128
2018/08/01 04:00:00+00,Weekday,23,All Bus,8559605,372157,4129
2018/09/01 04:00:00+00,Weekday,19,Trackless Trolley,219765,11567,4130
2018/08/01 04:00:00+00,Weekday,23,Commuter Rail,2786013,121131,4131
2018/09/01 04:00:00+00,Weekday,19,Private Bus,62472,3288,4132
2018/08/01 04:00:00+00,Weekday,23,Ferry,163576,7112,4133
2018/09/01 04:00:00+00,Weekday,19,All Bus,7772729,409091,4134
2018/08/01 04:00:00+00,Weekday,23,The RIDE,137609,5983,4135
2018/09/01 04:00:00+00,Weekday,19,Commuter Rail,2196400,115600,4136
2018/08/01 04:00:00+00,Saturday,4,Blue Line,163834,40958,4137
2018/09/01 04:00:00+00,Weekday,19,Ferry,127167,6693,4138
2018/08/01 04:00:00+00,Saturday,4,Orange Line,357252,89313,4139
2018/09/01 04:00:00+00,Weekday,19,The RIDE,115938,6102,4140
2018/08/01 04:00:00+00,Saturday,4,Red Line,437302,109326,4141
2018/09/01 04:00:00+00,Saturday,5,Blue Line,226113,45223,4142
2018/08/01 04:00:00+00,Saturday,4,Heavy Rail,958388,239597,4143
2018/09/01 04:00:00+00,Saturday,5,Orange Line,496631,99326,4144
2018/08/01 04:00:00+00,Saturday,4,Green Line,426909,106727,4145
2018/09/01 04:00:00+00,Saturday,5,Red Line,635000,127000,4146
2018/08/01 04:00:00+00,Saturday,4,Light Rail,426909,106727,4147
2018/09/01 04:00:00+00,Saturday,5,Heavy Rail,1357745,271549,4148
2018/08/01 04:00:00+00,Saturday,4,Silver Line,88797,22199,4149
2018/09/01 04:00:00+00,Saturday,5,Green Line,683508,136702,4150
2018/08/01 04:00:00+00,Saturday,4,Bus,666806,166702,4151
2018/09/01 04:00:00+00,Saturday,5,Light Rail,683508,136702,4152
2018/08/01 04:00:00+00,Saturday,4,Trackless Trolley,20071,5018,4153
2018/09/01 04:00:00+00,Saturday,5,Silver Line,114792,22958,4154
2018/08/01 04:00:00+00,Saturday,4,All Bus,775674,193918,4155
2018/09/01 04:00:00+00,Saturday,5,Bus,931929,186386,4156
2018/08/01 04:00:00+00,Saturday,4,Commuter Rail,67736,16934,4157
2018/09/01 04:00:00+00,Saturday,5,Trackless Trolley,27220,5444,4158
2018/08/01 04:00:00+00,Saturday,4,The RIDE,12456,3114,4159
2018/09/01 04:00:00+00,Saturday,5,All Bus,1073941,214788,4160
2018/08/01 04:00:00+00,Sunday,4,Blue Line,141173,35293,4161
2018/09/01 04:00:00+00,Saturday,5,Commuter Rail,82425,16485,4162
2018/08/01 04:00:00+00,Sunday,4,Orange Line,287467,71867,4163
2018/09/01 04:00:00+00,Saturday,5,The RIDE,15620,3124,4164
2018/08/01 04:00:00+00,Sunday,4,Red Line,376756,94189,4165
2018/09/01 04:00:00+00,Sunday,5,Blue Line,177918,35584,4166
2018/08/01 04:00:00+00,Sunday,4,Heavy Rail,805396,201349,4167
2018/09/01 04:00:00+00,Sunday,5,Orange Line,365866,73173,4168
2018/08/01 04:00:00+00,Sunday,4,Green Line,363100,90775,4169
2018/09/01 04:00:00+00,Sunday,5,Red Line,497649,99530,4170
2018/08/01 04:00:00+00,Sunday,4,Light Rail,363100,90775,4171
2018/09/01 04:00:00+00,Sunday,5,Heavy Rail,1041432,208286,4172
2018/08/01 04:00:00+00,Sunday,4,Silver Line,82155,20539,4173
2018/09/01 04:00:00+00,Sunday,5,Green Line,531346,106269,4174
2018/08/01 04:00:00+00,Sunday,4,Bus,485082,121270,4175
2018/09/01 04:00:00+00,Sunday,5,Light Rail,531346,106269,4176
2018/08/01 04:00:00+00,Sunday,4,All Bus,567237,141809,4177
2018/09/01 04:00:00+00,Sunday,5,Silver Line,114888,22978,4178
2018/08/01 04:00:00+00,Sunday,4,Commuter Rail,42496,10624,4179
2018/09/01 04:00:00+00,Sunday,5,Bus,746819,149364,4180
2018/08/01 04:00:00+00,Sunday,4,The RIDE,11732,2933,4181
2018/09/01 04:00:00+00,Sunday,5,All Bus,861706,172341,4182
2018/08/01 04:00:00+00,Total,31,Blue Line,1823972,58838,4183
2018/09/01 04:00:00+00,Sunday,5,Commuter Rail,56295,11259,4184
2018/08/01 04:00:00+00,Total,31,Orange Line,5057984,163161,4185
2018/09/01 04:00:00+00,Sunday,5,The RIDE,14506,2901,4186
2018/08/01 04:00:00+00,Total,31,Red Line,6473801,208832,4187
2018/09/01 04:00:00+00,Total,30,Blue Line,1758284,58609,4188
2018/09/01 04:00:00+00,Total,30,Orange Line,4949573,164986,4189
2018/09/01 04:00:00+00,Total,30,Red Line,6277034,209234,4190
2018/09/01 04:00:00+00,Total,30,Heavy Rail,12984891,432830,4191
2018/09/01 04:00:00+00,Total,30,Green Line,5086612,169554,4192
2018/09/01 04:00:00+00,Total,30,Light Rail,5086612,169554,4193
2018/09/01 04:00:00+00,Total,30,Silver Line,933496,31117,4194
2018/09/01 04:00:00+00,Total,30,Bus,8465423,282181,4195
2018/09/01 04:00:00+00,Total,30,Trackless Trolley,246984,8233,4196
2018/09/01 04:00:00+00,Total,30,Private Bus,77522,2584,4197
2018/09/01 04:00:00+00,Total,30,All Bus,9723426,324114,4198
2018/09/01 04:00:00+00,Total,30,Commuter Rail,2368814,78960,4199
2018/08/01 04:00:00+00,Total,31,Heavy Rail,13355756,430831,4200
2018/08/01 04:00:00+00,Total,31,Green Line,4778718,154152,4201
2018/08/01 04:00:00+00,Total,31,Light Rail,4778718,154152,4202
2018/08/01 04:00:00+00,Total,31,Silver Line,1030473,33241,4203
2018/08/01 04:00:00+00,Total,31,Bus,8532722,275249,4204
2018/08/01 04:00:00+00,Total,31,Trackless Trolley,266987,8612,4205
2018/08/01 04:00:00+00,Total,31,Private Bus,82891,2674,4206
2018/08/01 04:00:00+00,Total,31,All Bus,9913072,319777,4207
2018/08/01 04:00:00+00,Total,31,Commuter Rail,2728907,88029,4208
2018/08/01 04:00:00+00,Total,31,Ferry,186413,6013,4209
2018/08/01 04:00:00+00,Total,31,The RIDE,164388,5303,4210
2018/12/01 05:00:00+00,Total,31,Silver Line,848093,27358,4211
2018/12/01 05:00:00+00,Total,31,Bus,7604220,245297,4212
2018/12/01 05:00:00+00,Total,31,Trackless Trolley,209140,6746,4213
2018/12/01 05:00:00+00,Total,31,Private Bus,71482,2306,4214
2018/12/01 05:00:00+00,Total,31,All Bus,8732935,281708,4215
2018/12/01 05:00:00+00,Total,31,Commuter Rail,2503021,80743,4216
2018/12/01 05:00:00+00,Total,31,Ferry,89666,2892,4217
2018/12/01 05:00:00+00,Total,31,The RIDE,150696,4861,4218
2018/11/01 04:00:00+00,Weekday,21,Blue Line,1364516,64977,4219
2018/11/01 04:00:00+00,Weekday,21,Orange Line,4236739,201749,4220
2018/11/01 04:00:00+00,Weekday,21,Red Line,5305597,252647,4221
2018/11/01 04:00:00+00,Weekday,21,Heavy Rail,10906852,519374,4222
2018/11/01 04:00:00+00,Weekday,21,Green Line,3860535,183835,4223
2018/11/01 04:00:00+00,Weekday,21,Light Rail,3860535,183835,4224
2018/11/01 04:00:00+00,Weekday,21,Silver Line,798509,38024,4225
2018/11/01 04:00:00+00,Weekday,21,Bus,7095324,337873,4226
2018/11/01 04:00:00+00,Weekday,21,Trackless Trolley,241679,11509,4227
2018/11/01 04:00:00+00,Weekday,21,Private Bus,64050,3050,4228
2018/11/01 04:00:00+00,Weekday,21,All Bus,8199563,390455,4229
2018/11/01 04:00:00+00,Weekday,21,Commuter Rail,2551332,121492,4230
2018/11/01 04:00:00+00,Weekday,21,Ferry,106344,5064,4231
2018/11/01 04:00:00+00,Weekday,21,The RIDE,130303,6205,4232
2018/11/01 04:00:00+00,Saturday,4,Blue Line,159519,39880,4233
2018/11/01 04:00:00+00,Saturday,4,Orange Line,397428,99357,4234
2018/11/01 04:00:00+00,Saturday,4,Red Line,443918,110980,4235
2018/11/01 04:00:00+00,Saturday,4,Heavy Rail,1000866,250216,4236
2018/11/01 04:00:00+00,Saturday,4,Green Line,472251,118063,4237
2018/11/01 04:00:00+00,Saturday,4,Light Rail,472251,118063,4238
2018/11/01 04:00:00+00,Saturday,4,Silver Line,84219,21055,4239
2018/11/01 04:00:00+00,Saturday,4,Bus,672061,168015,4240
2018/11/01 04:00:00+00,Saturday,4,Trackless Trolley,17055,4264,4241
2018/11/01 04:00:00+00,Saturday,4,All Bus,773335,193334,4242
2018/11/01 04:00:00+00,Saturday,4,Commuter Rail,69212,17303,4243
2018/11/01 04:00:00+00,Saturday,4,The RIDE,12036,3009,4244
2018/11/01 04:00:00+00,Sunday,4,Blue Line,123246,30812,4245
2018/11/01 04:00:00+00,Sunday,4,Orange Line,286137,71534,4246
2018/11/01 04:00:00+00,Sunday,4,Red Line,334707,83677,4247
2018/11/01 04:00:00+00,Sunday,4,Heavy Rail,744090,186022,4248
2018/11/01 04:00:00+00,Sunday,4,Green Line,348426,87106,4249
2018/11/01 04:00:00+00,Sunday,4,Light Rail,348426,87106,4250
2018/11/01 04:00:00+00,Sunday,4,Silver Line,82437,20609,4251
2018/11/01 04:00:00+00,Sunday,4,Bus,505599,126400,4252
2018/11/01 04:00:00+00,Sunday,4,All Bus,588036,147009,4253
2018/11/01 04:00:00+00,Sunday,4,Commuter Rail,49864,12466,4254
2018/11/01 04:00:00+00,Sunday,4,The RIDE,11532,2883,4255
2018/11/01 04:00:00+00,Total,30,Blue Line,1658350,55278,4256
2018/11/01 04:00:00+00,Total,30,Orange Line,4950758,165025,4257
2018/11/01 04:00:00+00,Total,30,Red Line,6120446,204015,4258
2018/11/01 04:00:00+00,Total,30,Heavy Rail,12729554,424318,4259
2018/11/01 04:00:00+00,Total,30,Green Line,4710656,157022,4260
2018/11/01 04:00:00+00,Total,30,Light Rail,4710656,157022,4261
2018/11/01 04:00:00+00,Total,30,Silver Line,965165,32172,4262
2018/11/01 04:00:00+00,Total,30,Bus,8272985,275766,4263
2018/11/01 04:00:00+00,Total,30,Trackless Trolley,258734,8624,4264
2018/11/01 04:00:00+00,Total,30,Private Bus,74198,2473,4265
2018/11/01 04:00:00+00,Total,30,All Bus,9571082,319036,4266
2018/11/01 04:00:00+00,Total,30,Commuter Rail,2593497,86450,4267
2018/11/01 04:00:00+00,Total,30,Ferry,106346,3545,4268
2018/11/01 04:00:00+00,Total,30,The RIDE,157104,5237,4269
2018/10/01 04:00:00+00,Weekday,23,Blue Line,1602965,69694,4270
2018/10/01 04:00:00+00,Weekday,23,Orange Line,4940089,214786,4271
2018/10/01 04:00:00+00,Weekday,23,Red Line,6199732,269554,4272
2018/10/01 04:00:00+00,Weekday,23,Heavy Rail,12742785,554034,4273
2018/10/01 04:00:00+00,Weekday,23,Green Line,4615929,200693,4274
2018/10/01 04:00:00+00,Weekday,23,Light Rail,4615929,200693,4275
2018/10/01 04:00:00+00,Weekday,23,Silver Line,879936,38258,4276
2018/10/01 04:00:00+00,Weekday,23,Bus,8211792,357034,4277
2018/10/01 04:00:00+00,Weekday,23,Trackless Trolley,274401,11930,4278
2018/10/01 04:00:00+00,Weekday,23,Private Bus,75992,3304,4279
2018/10/01 04:00:00+00,Weekday,23,All Bus,9442121,410527,4280
2018/10/01 04:00:00+00,Weekday,23,Commuter Rail,2803355,121885,4281
2018/10/01 04:00:00+00,Weekday,23,Ferry,138989,6043,4282
2018/10/01 04:00:00+00,Weekday,23,The RIDE,144141,6267,4283
2018/10/01 04:00:00+00,Saturday,4,Blue Line,163375,40844,4284
2018/10/01 04:00:00+00,Saturday,4,Orange Line,361737,90434,4285
2018/10/01 04:00:00+00,Saturday,4,Red Line,487319,121830,4286
2018/10/01 04:00:00+00,Saturday,4,Heavy Rail,1012431,253108,4287
2018/10/01 04:00:00+00,Saturday,4,Green Line,519448,129862,4288
2018/10/01 04:00:00+00,Saturday,4,Light Rail,519448,129862,4289
2018/10/01 04:00:00+00,Saturday,4,Silver Line,79269,19817,4290
2018/10/01 04:00:00+00,Saturday,4,Bus,671567,167892,4291
2018/10/01 04:00:00+00,Saturday,4,Trackless Trolley,23885,5971,4292
2018/10/01 04:00:00+00,Saturday,4,All Bus,774721,193680,4293
